height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
7;31;217;4429;.295;.857;1.64;64;186;39;Text
6;17;102;2833;.314;.686;2.29;32;70;14;Text
8;59;472;7375;.292;.888;1.82;138;419;76;Text
7;17;119;2429;.387;.857;2.71;46;102;17;Text
8;28;224;3500;.259;.844;1.93;58;189;30;Text
8;45;360;5625;.206;.789;1.80;74;284;41;Text
11;123;1353;11182;.250;.514;1.95;338;695;173;Text
11;9;99;.818;.465;.768;3.83;46;76;12;Text
11;8;88;.727;.602;1.00;4.08;53;88;13;Text
11;61;671;5545;.361;.614;5.04;242;412;48;Text
28;330;9240;11786;.057;.066;31.00;527;614;17;horiz_line
212;464;98368;2189;.052;.070;11.84;5066;6884;428;picture
10;38;380;3800;.432;.939;2.78;164;357;59;Text
9;36;324;4000;.556;.923;3.21;180;299;56;Text
9;98;882;10889;.491;.974;2.78;433;859;156;Text
9;21;189;2333;.487;.857;3.29;92;162;28;Text
10;49;490;4900;.590;.982;3.11;289;481;93;Text
3;286;858;95333;.406;.427;87.00;348;366;4;horiz_line
9;23;207;2556;.300;1.00;1.51;62;207;41;Text
9;37;333;4111;.390;.811;2.03;130;270;64;Text
10;21;210;2100;.348;.757;3.17;73;159;23;Text
9;79;711;8778;.343;.899;2.20;244;639;111;Text
10;66;660;6600;.324;.780;2.25;214;515;95;Text
9;34;306;3778;.412;.902;1.91;126;276;66;Text
9;82;738;9111;.428;.936;2.38;316;691;133;Text
10;79;790;7900;.347;.784;2.25;274;619;122;Text
12;98;1176;8167;.267;.627;2.33;314;737;135;Text
10;83;830;8300;.357;.813;2.28;296;675;130;Text
10;11;110;1100;.427;1.00;1.52;47;110;31;Text
10;53;530;5300;.343;.811;2.00;182;430;91;Text
12;85;1020;7083;.305;.828;1.94;311;845;160;Text
9;82;738;9111;.408;.924;2.39;301;682;126;Text
10;80;800;8000;.308;.838;2.02;246;670;122;Text
12;102;1224;8500;.292;.764;2.09;357;935;171;Text
9;82;738;9111;.374;.866;2.30;276;639;120;Text
23;26;598;1130;.278;.960;1.80;166;574;92;Text
23;47;1081;2043;.315;.747;2.20;341;808;155;Text
9;99;891;11000;.380;.930;1.92;339;829;177;Text
9;83;747;9222;.292;.909;2.42;218;679;90;Text
10;34;340;3400;.388;.891;2.10;132;303;63;Text
9;82;738;9111;.370;.924;2.39;273;682;114;Text
12;13;156;1083;.391;.981;2.35;61;153;26;Text
12;8;96;.667;.302;1.00;2.90;29;96;10;Text
12;42;504;3500;.355;.788;2.71;179;397;66;Text
10;86;860;8600;.326;.844;1.85;280;726;151;Text
9;76;684;8444;.380;.950;2.20;260;650;118;Text
9;6;54;.667;.667;.759;18.00;36;41;2;Text
10;65;650;6500;.475;.971;2.76;309;631;112;Text
9;36;324;4000;.586;.948;3.45;190;307;55;Text
9;7;63;.778;.302;.603;1.90;19;38;10;Text
9;22;198;2444;.389;.843;1.93;77;167;40;Text
10;99;990;9900;.473;.917;2.93;468;908;160;Text
9;85;765;9444;.395;.846;2.32;302;647;130;Text
9;32;288;3556;.382;.792;2.16;110;228;51;Text
11;100;1100;9091;.473;.882;3.29;520;970;158;Text
23;118;2714;5130;.293;.784;2.06;795;2129;385;Text
11;125;1375;11364;.432;.804;3.03;594;1105;196;Text
10;85;850;8500;.324;.675;2.25;275;574;122;Text
10;43;430;4300;.458;.940;3.58;197;404;55;Text
10;48;480;4800;.331;.742;2.37;159;356;67;Text
9;40;360;4444;.483;.992;2.85;174;357;61;Text
9;44;396;4889;.449;.879;2.97;178;348;60;Text
9;47;423;5222;.371;.825;2.75;157;349;57;Text
9;42;378;4667;.429;.976;2.75;162;369;59;Text
1;18;18;18000;.944;1.00;17.00;17;18;1;horiz_line
1;7;7;7000;1.00;1.00;7.00;7;7;1;horiz_line
1;117;117;117.00;.393;1.00;5.75;46;117;8;horiz_line
10;42;420;4200;.317;.850;2.22;133;357;60;Text
24;340;8160;14167;.211;.468;2.67;1718;3822;643;Text
1;77;77;77000;.403;1.00;5.17;31;77;6;horiz_line
1;40;40;40000;.875;1.00;11.67;35;40;3;horiz_line
10;130;1300;13000;.486;.856;3.18;632;1113;199;Text
1;28;28;28000;.964;1.00;27.00;27;28;1;horiz_line
1;35;35;35000;.829;1.00;9.67;29;35;3;horiz_line
6;13;78;2167;.128;.577;1.67;10;45;6;Text
7;18;126;2571;.119;.452;2.14;15;57;7;Text
7;42;294;6000;.293;.857;2.61;86;252;33;Text
7;31;217;4429;.267;.714;2.15;58;155;27;Text
7;16;112;2286;.241;.634;2.45;27;71;11;Text
7;23;161;3286;.093;.540;1.36;15;87;11;Text
7;8;56;1143;.161;.518;1.80;9;29;5;Text
7;2;14;.286;.500;.929;7.00;7;13;1;Text
7;7;49;1000;.327;.898;2.29;16;44;7;Text
6;11;66;1833;.197;.848;1.30;13;56;10;Text
7;121;847;17286;.276;.607;1.79;234;514;131;Text
11;21;231;1909;.468;.719;7.20;108;166;15;Text
11;9;99;.818;.515;.768;8.50;51;76;6;Text
10;8;80;.800;.400;.700;4.00;32;56;8;Text
11;8;88;.727;.727;.989;10.67;64;87;6;Text
11;7;77;.636;.468;.481;36.00;36;37;1;Text
11;8;88;.727;.693;.989;10.17;61;87;6;Text
1;14;14;14000;.571;1.00;2.00;8;14;4;horiz_line
9;38;342;4222;.444;.898;2.71;152;307;56;Text
9;20;180;2222;.461;1.00;2.59;83;180;32;Text
9;36;324;4000;.506;.901;2.83;164;292;58;Text
11;98;1078;8909;.397;.778;2.61;428;839;164;Text
9;49;441;5444;.592;.998;2.97;261;440;88;Text
1;23;23;23000;.826;1.00;19.00;19;23;1;horiz_line
1;19;19;19000;.684;1.00;4.33;13;19;3;horiz_line
9;78;702;8667;.329;.896;2.10;231;629;110;Text
8;14;112;1750;.143;1.00;2.67;16;112;6;Text
21;106;2226;5048;.136;.396;1.99;302;881;152;Text
8;24;192;3000;.297;.974;1.43;57;187;40;Text
8;36;288;4500;.465;.885;2.13;134;255;63;Text
9;22;198;2444;.318;.909;2.42;63;180;26;Text
9;12;108;1333;.407;1.00;1.63;44;108;27;Text
9;6;54;.667;.370;.907;2.50;20;49;8;Text
8;38;304;4750;.349;.757;1.93;106;230;55;Text
9;34;306;3778;.310;.895;1.61;95;274;59;Text
9;12;108;1333;.407;1.00;1.57;44;108;28;Text
9;63;567;7000;.298;.787;2.01;169;446;84;Text
9;104;936;11556;.282;.904;1.93;264;846;137;Text
11;75;825;6818;.270;.679;2.08;223;560;107;Text
8;17;136;2125;.309;.676;2.33;42;92;18;Text
9;82;738;9111;.309;.778;1.93;228;574;118;Text
8;16;128;2000;.156;.859;5.00;20;110;4;picture
8;12;96;1500;.469;1.00;1.61;45;96;28;Text
8;53;424;6625;.337;.889;1.64;143;377;87;Text
11;85;935;7727;.268;.902;1.73;251;843;145;Text
10;12;120;1200;.367;1.00;1.57;44;120;28;Text
10;63;630;6300;.251;.898;1.84;158;566;86;Text
9;82;738;9111;.320;.947;2.13;236;699;111;Text
9;10;90;1111;.144;.522;6.50;13;47;2;picture
12;102;1224;8500;.257;.804;1.77;315;984;178;Text
12;90;1080;7500;.183;.716;1.92;198;773;103;Text
12;26;312;2167;.224;.907;1.63;70;283;43;Text
12;41;492;3417;.289;.740;2.06;142;364;69;Text
8;99;792;12375;.351;.962;1.66;278;762;167;Text
9;81;729;9000;.287;.826;2.22;209;602;94;Text
8;26;208;3250;.370;.947;1.79;77;197;43;Text
9;46;414;5111;.365;.848;2.01;151;351;75;Text
9;34;306;3778;.363;.863;1.76;111;264;63;Text
12;26;312;2167;.276;.830;2.21;86;259;39;Text
12;43;516;3583;.328;.789;2.56;169;407;66;Text
8;75;600;9375;.373;.955;1.95;224;573;115;Text
11;86;946;7818;.289;.701;1.98;273;663;138;Text
1;79;79;79000;.608;1.00;6.86;48;79;7;horiz_line
8;6;48;.750;.583;.813;7.00;28;39;4;Text
1;11;11;11000;.727;1.00;4.00;8;11;2;horiz_line
1;98;98;98000;.939;1.00;30.67;92;98;3;horiz_line
1;13;13;13000;.692;1.00;3.00;9;13;3;horiz_line
9;64;576;7111;.491;.984;2.57;283;567;110;Text
8;36;288;4500;.559;.944;3.04;161;272;53;Text
8;8;64;1000;.250;.672;1.60;16;43;10;Text
8;21;168;2625;.381;.845;1.88;64;142;34;Text
9;99;891;11000;.461;.906;2.65;411;807;155;Text
9;121;1089;13444;.322;.776;2.08;351;845;169;Text
9;100;900;11111;.463;.908;2.92;417;817;143;Text
11;118;1298;10727;.290;.798;1.99;376;1036;189;Text
9;126;1134;14000;.466;.907;2.84;528;1029;186;Text
12;117;1404;9750;.251;.635;1.86;353;891;190;Text
8;14;112;1750;.268;.554;3.00;30;62;10;Text
8;71;568;8875;.329;.776;1.83;187;441;102;Text
8;44;352;5500;.455;.949;3.20;160;334;50;Text
8;48;384;6000;.328;.885;2.00;126;340;63;Text
8;40;320;5000;.409;.997;2.22;131;319;59;Text
9;45;405;5000;.447;.896;3.23;181;363;56;Text
8;47;376;5875;.324;.896;2.18;122;337;56;Text
8;42;336;5250;.390;.940;2.43;131;316;54;Text
1;17;17;17000;.824;1.00;4.67;14;17;3;horiz_line
8;43;344;5375;.372;.956;2.10;128;329;61;Text
14;300;4200;21429;.263;.607;2.39;1106;2550;462;Text
7;35;245;5000;.482;.841;2.81;118;206;42;Text
9;122;1098;13556;.333;.829;2.54;366;910;144;Text
9;130;1170;14444;.448;.877;2.63;524;1026;199;Text
8;45;360;5625;.222;.806;1.90;80;290;42;Text
7;31;217;4429;.221;.853;1.78;48;185;27;Text
3;14;42;4667;.381;.881;3.20;16;37;5;Text
8;18;144;2250;.215;.813;2.38;31;117;13;Text
7;58;406;8286;.212;.842;2.26;86;342;38;Text
7;40;280;5714;.186;.754;2.26;52;211;23;Text
6;28;168;4667;.143;.530;1.71;24;89;14;Text
4;15;60;3750;.267;.800;4.00;16;48;4;Text
14;38;532;2714;.244;.489;2.95;130;260;44;Text
15;31;465;2067;.204;.465;3.96;95;216;24;Text
13;77;1001;5923;.258;.564;3.04;258;565;85;Text
13;33;429;2538;.245;.534;3.89;105;229;27;Text
10;19;190;1900;.332;.695;3.71;63;132;17;Text
7;121;847;17286;.305;.675;1.79;258;572;144;Text
11;22;242;2000;.417;.694;4.04;101;168;25;Text
11;9;99;.818;.404;.717;4.44;40;71;9;Text
11;8;88;.727;.545;1.00;3.20;48;88;15;Text
11;21;231;1909;.316;.580;4.29;73;134;17;Text
10;8;80;.800;.525;.875;7.00;42;70;6;Text
52;461;23972;8865;.192;.248;11.52;4607;5938;400;picture
10;38;380;3800;.424;.939;2.78;161;357;58;Text
9;36;324;4000;.506;.910;2.93;164;295;56;Text
9;21;189;2333;.519;.942;3.27;98;178;30;Text
9;97;873;10778;.455;.939;2.28;397;820;174;Text
9;49;441;5444;.580;.995;2.98;256;439;86;Text
1;15;15;15000;.867;1.00;6.50;13;15;2;horiz_line
9;23;207;2556;.324;.986;1.63;67;204;41;Text
9;37;333;4111;.396;.850;2.03;132;283;65;Text
9;21;189;2333;.317;.778;2.61;60;147;23;Text
9;91;819;10111;.302;.956;1.98;247;783;125;Text
10;67;670;6700;.291;.649;2.17;195;435;90;Text
9;32;288;3556;.354;.806;1.70;102;232;60;Text
9;92;828;10222;.350;.917;2.07;290;759;140;Text
9;12;108;1333;.444;1.00;1.78;48;108;27;Text
9;64;576;7111;.318;.818;2.18;183;471;84;Text
12;98;1176;8167;.245;.624;2.23;288;734;129;Text
9;100;900;11111;.276;.847;1.91;248;762;130;Text
9;12;108;1333;.426;1.00;1.59;46;108;29;Text
9;53;477;5889;.317;.805;1.66;151;384;91;Text
11;84;924;7636;.291;.843;1.74;269;779;155;Text
9;81;729;9000;.337;.918;1.97;246;669;125;Text
9;13;117;1444;.103;.752;4.00;12;88;3;horiz_line
10;80;800;8000;.279;.800;1.92;223;640;116;Text
11;101;1111;9182;.264;.852;1.65;293;947;178;Text
9;81;729;9000;.332;.974;2.09;242;710;116;Text
9;9;81;1000;.160;.864;1.63;13;70;8;Text
12;72;864;6000;.281;.807;2.15;243;697;113;Text
9;84;756;9333;.250;.955;1.83;189;722;103;Text
9;52;468;5778;.370;.996;1.71;173;466;101;Text
9;41;369;4556;.374;.846;2.06;138;312;67;Text
9;27;243;3000;.346;.975;1.87;84;237;45;Text
10;46;460;4600;.363;.843;2.01;167;388;83;Text
9;33;297;3667;.424;.970;1.85;126;288;68;Text
9;81;729;9000;.328;.916;2.04;239;668;117;Text
6;7;42;1167;.238;.690;10.00;10;29;1;horiz_line
11;14;154;1273;.442;.981;2.43;68;151;28;Text
11;8;88;.727;.261;1.00;2.09;23;88;11;Text
11;43;473;3909;.336;.753;2.74;159;356;58;Text
9;75;675;8333;.373;.913;2.23;252;616;113;Text
12;48;576;4000;.252;.755;1.71;145;435;85;Text
9;9;81;1000;.383;.802;2.38;31;65;13;Text
8;18;144;2250;.472;1.00;2.52;68;144;27;Text
7;6;42;.857;.500;.548;21.00;21;23;1;Text
76;1;76;.013;1.00;1.00;76.00;76;76;1;vert_line
10;64;640;6400;.477;.914;2.80;305;585;109;Text
8;36;288;4500;.615;.938;3.22;177;270;55;Text
8;33;264;4125;.314;.705;2.13;83;186;39;Text
10;99;990;9900;.443;.912;2.64;439;903;166;Text
10;122;1220;12200;.294;.689;2.10;359;840;171;Text
10;101;1010;10100;.450;.869;2.95;455;878;154;Text
12;118;1416;9833;.266;.734;1.99;377;1039;189;Text
10;125;1250;12500;.456;.862;2.92;570;1078;195;Text
12;117;1404;9750;.231;.712;1.68;324;1000;193;Text
9;85;765;9444;.308;.744;1.95;236;569;121;Text
9;43;387;4778;.470;.948;3.31;182;367;55;Text
9;47;423;5222;.286;.738;1.95;121;312;62;Text
9;40;360;4444;.386;.889;2.44;139;320;57;Text
8;44;352;5500;.486;.952;2.95;171;335;58;Text
9;46;414;5111;.290;.838;2.18;120;347;55;Text
9;42;378;4667;.381;.931;2.48;144;352;58;Text
1;37;37;37000;.811;1.00;6.00;30;37;5;horiz_line
1;46;46;46000;.239;1.00;1.38;11;46;8;horiz_line
1;42;42;42000;.310;1.00;2.60;13;42;5;horiz_line
9;42;378;4667;.344;.931;2.13;130;352;61;Text
15;300;4500;20000;.252;.576;2.36;1136;2594;481;Text
6;35;210;5833;.533;.943;2.67;112;198;42;Text
9;122;1098;13556;.378;.961;2.73;415;1055;152;Text
2;176;352;88000;.528;.605;31.00;186;213;6;horiz_line
69;3;207;.043;.643;.952;2.08;133;197;64;vert_line
9;130;1170;14444;.513;.925;2.86;600;1082;210;Text
1;17;17;17000;.882;1.00;7.50;15;17;2;horiz_line
1;39;39;39000;.897;1.00;8.75;35;39;4;horiz_line
1;44;44;44000;.909;1.00;20.00;40;44;2;horiz_line
1;14;14;14000;.929;1.00;13.00;13;14;1;horiz_line
1;36;36;36000;.583;1.00;4.20;21;36;5;horiz_line
1;17;17;17000;.765;1.00;6.50;13;17;2;horiz_line
2;52;104;26000;.144;.702;2.50;15;73;6;Text
4;17;68;4250;.309;.559;3.50;21;38;6;Text
5;31;155;6200;.239;.974;2.06;37;151;18;Text
5;23;115;4600;.226;1.00;1.63;26;115;16;Text
5;44;220;8800;.241;.791;2.52;53;174;21;Text
3;56;168;18667;.065;.500;1.38;11;84;8;Text
4;32;128;8000;.313;1.00;2.11;40;128;19;Text
5;16;80;3200;.313;.813;2.08;25;65;12;Text
2;14;28;7000;.286;.821;8.00;8;23;1;horiz_line
3;183;549;61000;.488;.577;29.78;268;317;9;horiz_line
17;77;1309;4529;.314;.760;2.94;411;995;140;Text
14;34;476;2429;.279;.851;3.09;133;405;43;Text
11;22;242;2000;.293;.798;2.37;71;193;30;Text
11;67;737;6091;.269;.689;2.96;198;508;67;Text
7;123;861;17571;.265;.626;1.66;228;539;137;Text
12;8;96;.667;.438;.510;42.00;42;49;1;Text
12;8;96;.667;.510;.927;7.00;49;89;7;Text
12;9;108;.750;.509;.657;9.17;55;71;6;Text
11;9;99;.818;.545;.818;9.00;54;81;6;Text
11;9;99;.818;.384;.727;3.80;38;72;10;Text
11;8;88;.727;.716;1.00;7.88;63;88;8;Text
11;8;88;.727;.705;1.00;8.86;62;88;7;Text
1;29;29;29000;1.00;1.00;29.00;29;29;1;horiz_line
1;14;14;14000;.929;1.00;13.00;13;14;1;horiz_line
1;45;45;45000;.933;1.00;21.00;42;45;2;horiz_line
9;39;351;4333;.444;.923;2.74;156;324;57;Text
9;21;189;2333;.497;.958;3.62;94;181;26;Text
10;97;970;9700;.423;.832;2.48;410;807;165;Text
9;36;324;4000;.577;.948;3.02;187;307;62;Text
25;300;7500;12000;.065;.071;40.33;484;531;12;horiz_line
10;49;490;4900;.529;.939;3.01;259;460;86;Text
2;50;100;25000;.460;.510;15.33;46;51;3;horiz_line
9;79;711;8778;.323;.873;2.19;230;621;105;Text
9;24;216;2667;.356;.907;2.20;77;196;35;Text
9;37;333;4111;.444;.898;2.08;148;299;71;Text
9;21;189;2333;.365;.905;2.30;69;171;30;Text
9;81;729;9000;.357;.863;2.22;260;629;117;Text
10;67;670;6700;.300;.745;2.14;201;499;94;Text
8;32;256;4000;.402;.898;1.81;103;230;57;Text
7;11;77;1571;.143;.558;1.57;11;43;7;Text
9;99;891;11000;.288;.801;1.95;257;714;132;Text
9;12;108;1333;.444;1.00;1.85;48;108;26;Text
9;64;576;7111;.307;.842;1.99;177;485;89;Text
11;94;1034;8545;.257;.604;2.18;266;625;122;Text
12;2;24;.167;.625;.667;15.00;15;16;1;vert_line
9;99;891;11000;.312;.826;2.16;278;736;129;Text
12;83;996;6917;.253;.756;1.75;252;753;144;Text
8;12;96;1500;.438;1.00;1.50;42;96;28;Text
8;54;432;6750;.350;.887;1.74;151;383;87;Text
9;95;855;10556;.284;.849;1.91;243;726;127;Text
9;12;108;1333;.380;1.00;1.46;41;108;28;Text
9;64;576;7111;.302;.920;1.98;174;530;88;Text
11;101;1111;9182;.267;.849;1.72;297;943;173;Text
11;82;902;7455;.236;.814;1.97;213;734;108;Text
12;73;876;6083;.259;.743;2.10;227;651;108;Text
10;98;980;9800;.300;.781;1.72;294;765;171;Text
9;81;729;9000;.322;.819;2.22;235;597;106;Text
9;27;243;3000;.346;.951;1.95;84;231;43;Text
9;47;423;5222;.404;.943;1.99;171;399;86;Text
9;32;288;3556;.413;.993;1.72;119;286;69;Text
9;75;675;8333;.369;.936;2.09;249;632;119;Text
12;27;324;2250;.318;.898;2.64;103;291;39;Text
12;43;516;3583;.310;.793;2.32;160;409;69;Text
12;61;732;5083;.251;.746;1.77;184;546;104;Text
10;19;190;1900;.363;.837;2.46;69;159;28;Text
2;204;408;102.00;.412;.681;10.50;168;278;16;horiz_line
10;29;290;2900;.221;.572;3.56;64;166;18;Text
9;65;585;7222;.463;.901;2.66;271;527;102;Text
9;36;324;4000;.565;.944;3.16;183;306;58;Text
9;21;189;2333;.323;.810;1.79;61;153;34;Text
8;7;56;.875;.321;.429;6.00;18;24;3;Text
10;100;1000;10000;.444;.924;2.64;444;924;168;Text
9;32;288;3556;.299;.691;2.10;86;199;41;Text
9;83;747;9222;.335;.843;2.05;250;630;122;Text
10;101;1010;10100;.442;.855;2.92;446;864;153;Text
12;118;1416;9833;.255;.700;2.06;361;991;175;Text
10;126;1260;12600;.456;.875;2.98;575;1103;193;Text
9;86;774;9556;.337;.757;2.19;261;586;119;Text
11;116;1276;10545;.274;.804;1.80;350;1026;194;Text
9;43;387;4778;.481;.953;3.15;186;369;59;Text
8;46;368;5750;.315;.938;1.78;116;345;65;Text
8;41;328;5125;.393;.976;2.19;129;320;59;Text
10;44;440;4400;.441;.920;2.94;194;405;66;Text
9;45;405;5000;.319;.923;2.11;129;374;61;Text
9;42;378;4667;.347;.915;2.34;131;346;56;Text
1;35;35;35000;.857;1.00;10.00;30;35;3;horiz_line
19;455;8645;23947;.081;.095;33.48;703;821;21;Text
8;43;344;5375;.392;.927;2.21;135;319;61;Text
14;301;4214;21500;.257;.564;2.37;1084;2378;458;Text
7;35;245;5000;.494;.902;2.57;121;221;47;Text
9;123;1107;13667;.359;.898;2.78;397;994;143;Text
6;142;852;23667;.115;.173;6.53;98;147;15;horiz_line
261;30;7830;.115;.063;.090;2.40;492;701;205;vert_line
10;130;1300;13000;.453;.822;2.78;589;1069;212;Text
1;14;14;14000;.857;1.00;12.00;12;14;1;horiz_line
8;3;24;.375;.458;.667;2.20;11;16;5;Text
8;5;40;.625;.325;.900;6.50;13;36;2;Text
8;14;112;1750;.321;.938;1.71;36;105;21;Text
8;50;400;6250;.253;.800;2.30;101;320;44;Text
8;3;24;.375;.500;.667;3.00;12;16;4;Text
8;23;184;2875;.255;1.00;2.14;47;184;22;Text
8;15;120;1875;.258;.683;3.88;31;82;8;Text
8;14;112;1750;.277;.643;2.82;31;72;11;Text
6;2;12;.333;.667;1.00;8.00;8;12;1;Text
8;21;168;2625;.208;.762;2.92;35;128;12;Text
7;6;42;.857;.333;.762;4.67;14;32;3;Text
7;2;14;.286;.643;.929;2.25;9;13;4;Text
8;3;24;.375;.458;.708;2.75;11;17;4;Text
7;14;98;2000;.327;.990;2.67;32;97;12;Text
8;59;472;7375;.206;.691;3.13;97;326;31;Text
7;121;847;17286;.272;.646;1.54;230;547;149;Text
11;9;99;.818;.465;.687;5.75;46;68;8;Text
10;8;80;.800;.675;1.00;9.00;54;80;6;Text
10;7;70;.700;.429;.429;30.00;30;30;1;Text
10;8;80;.800;.688;1.00;9.17;55;80;6;Text
10;8;80;.800;.600;1.00;6.00;48;80;8;Text
10;9;90;.900;.522;.656;9.40;47;59;5;Text
10;8;80;.800;.575;.888;9.20;46;71;5;Text
1;69;69;69000;.841;1.00;8.29;58;69;7;horiz_line
10;38;380;3800;.397;.887;2.70;151;337;56;Text
9;36;324;4000;.491;.840;3.31;159;272;48;Text
10;97;970;9700;.425;.825;2.71;412;800;152;Text
8;21;168;2625;.548;1.00;3.54;92;168;26;Text
9;49;441;5444;.587;.961;3.12;259;424;83;Text
1;148;148;148.00;.959;1.00;47.33;142;148;3;horiz_line
9;20;180;2222;.300;.972;1.74;54;175;31;Text
9;36;324;4000;.352;.806;1.75;114;261;65;Text
9;21;189;2333;.365;.820;2.88;69;155;24;Text
9;80;720;8889;.333;.914;2.09;240;658;115;Text
9;11;99;1222;.343;1.00;1.42;34;99;24;Text
9;50;450;5556;.320;.716;2.67;144;322;54;Text
9;33;297;3667;.354;.781;1.84;105;232;57;Text
8;83;664;10375;.398;.940;2.15;264;624;123;Text
8;11;88;1375;.443;1.00;1.63;39;88;24;Text
9;63;567;7000;.289;.778;1.98;164;441;83;Text
11;74;814;6727;.267;.628;2.21;217;511;98;Text
8;17;136;2125;.294;.654;2.22;40;89;18;Text
8;84;672;10500;.360;.954;1.94;242;641;125;Text
9;12;108;1333;.407;.898;1.63;44;97;27;Text
8;82;656;10250;.358;.840;2.24;235;551;105;Text
8;53;424;6625;.330;.894;1.63;140;379;86;Text
10;84;840;8400;.279;.896;1.65;234;753;142;Text
9;12;108;1333;.426;1.00;1.64;46;108;28;Text
9;63;567;7000;.284;.908;1.96;161;515;82;Text
11;101;1111;9182;.253;.770;1.71;281;856;164;Text
8;83;664;10375;.357;.979;1.98;237;650;120;Text
12;72;864;6000;.228;.780;1.79;197;674;110;Text
9;97;873;10778;.317;.863;1.76;277;753;157;Text
8;83;664;10375;.294;.955;2.17;195;634;90;Text
9;26;234;2889;.299;.953;1.67;70;223;42;Text
9;46;414;5111;.338;.872;1.67;140;361;84;Text
9;83;747;9222;.293;.751;2.28;219;561;96;Text
8;33;264;4125;.390;.973;1.72;103;257;60;Text
11;26;286;2364;.283;.888;2.19;81;254;37;Text
11;43;473;3909;.281;.774;2.18;133;366;61;Text
11;62;682;5636;.218;.705;1.62;149;481;92;Text
8;18;144;2250;.472;1.00;2.52;68;144;27;Text
8;76;608;9500;.388;.903;2.11;236;549;112;Text
8;6;48;.750;.542;.646;13.00;26;31;2;Text
1;84;84;84000;.917;1.00;19.25;77;84;4;horiz_line
1;73;73;73000;.616;1.00;3.75;45;73;12;horiz_line
10;64;640;6400;.439;.889;2.58;281;569;109;Text
9;36;324;4000;.531;.938;2.82;172;304;61;Text
8;8;64;1000;.234;.672;1.50;15;43;10;Text
8;21;168;2625;.363;.774;1.69;61;130;36;Text
9;99;891;11000;.484;.951;2.52;431;847;171;Text
9;83;747;9222;.289;.751;1.93;216;561;112;Text
9;32;288;3556;.302;.674;2.17;87;194;40;Text
10;100;1000;10000;.410;.846;2.81;410;846;146;Text
10;118;1180;11800;.277;.745;2.02;327;879;162;Text
9;126;1134;14000;.484;.953;2.83;549;1081;194;Text
9;86;774;9556;.300;.677;2.13;232;524;109;Text
10;116;1160;11600;.273;.797;1.70;317;925;186;Text
8;43;344;5375;.494;.953;3.40;170;328;50;Text
9;47;423;5222;.307;.872;2.03;130;369;64;Text
8;40;320;5000;.456;.997;2.70;146;319;54;Text
9;43;387;4778;.455;.899;2.98;176;348;59;Text
8;46;368;5750;.356;.927;2.11;131;341;62;Text
8;42;336;5250;.423;.979;2.37;142;329;60;Text
21;2;42;.095;.738;.738;31.00;31;31;1;horiz_line
8;41;328;5125;.351;.963;1.92;115;316;60;Text
38;70;2660;1842;.059;.062;19.63;157;165;8;picture
15;342;5130;22800;.240;.548;2.49;1232;2810;495;Text
9;123;1107;13667;.390;.996;2.82;432;1103;153;Text
1;147;147;147.00;.864;1.00;11.55;127;147;11;horiz_line
10;131;1310;13100;.487;.856;2.94;638;1121;217;Text
1;17;17;17000;.941;1.00;16.00;16;17;1;horiz_line
9;1;9;.111;1.00;1.00;9.00;9;9;1;vert_line
11;89;979;8091;.170;.706;2.72;166;691;61;Text
10;31;310;3100;.300;.813;3.32;93;252;28;Text
12;230;2760;19167;.164;.570;3.48;453;1572;130;Text
7;43;301;6143;.243;.807;3.48;73;243;21;Text
36;172;6192;4778;.128;.337;4.84;793;2086;164;picture
22;72;1584;3273;.469;.848;8.64;743;1343;86;Text
9;76;684;8444;.358;.795;2.19;245;544;112;Text
7;190;1330;27143;.293;.847;1.79;390;1126;218;Text
8;71;568;8875;.312;.866;1.86;177;492;95;Text
8;71;568;8875;.310;.861;1.85;176;489;95;Text
13;116;1508;8923;.279;.658;2.30;421;992;183;Text
9;93;837;10333;.259;.895;1.74;217;749;125;Text
9;109;981;12111;.243;.848;1.58;238;832;151;Text
8;64;512;8000;.301;.857;1.93;154;439;80;Text
9;133;1197;14778;.236;.718;1.89;283;859;150;Text
6;100;600;16667;.342;.822;1.71;205;493;120;Text
7;49;343;7000;.297;.641;2.08;102;220;49;Text
6;43;258;7167;.205;.690;1.77;53;178;30;Text
6;29;174;4833;.339;.874;1.51;59;152;39;Text
10;48;480;4800;.313;.760;2.50;150;365;60;Text
10;35;350;3500;.380;.829;2.02;133;290;66;Text
9;37;333;4111;.453;.964;2.70;151;321;56;Text
13;85;1105;6538;.327;.633;2.76;361;700;131;Text
13;217;2821;16692;.361;.686;3.05;1019;1934;334;Text
13;487;6331;37462;.247;.630;2.10;1564;3988;745;Text
13;440;5720;33846;.255;.696;2.18;1459;3983;669;Text
12;168;2016;14000;.255;.719;2.10;515;1449;245;Text
26;1;26;.038;1.00;1.00;26.00;26;26;1;vert_line
